PeakID,Timepoint,Amplitude,Position (px),Sigma (px),Instantaneous diffusion coefficient
166,64,4.067706993117814,138.99633457752432,3.311466490696668,0.0012865826885360243
168,65,3.93060070677583,139.11262425607381,3.3587489493985885,0.0012501640496291628
171,66,3.799336824440946,139.21509813632974,3.4881407116481684,0.0011994546639698708
173,67,3.760183954698167,139.31047099975365,3.6008680663892703,0.001176298815183009
175,68,3.7143606821058874,139.44442445379048,3.6361958854966256,0.00117607912558515
177,69,3.6309415268960925,139.60226896392683,3.680494013854166,0.0011841059301460715
179,70,3.626761872640092,139.7383148836324,3.7017509712756698,0.0011973363095973855
181,71,3.906159727349365,139.81993186025127,3.6175092208527353,0.0012175063650035854
182,72,4.118096847242909,139.85857516829824,3.497579483312221,0.0012363539715361694
184,73,4.078854053212585,139.9656530354813,3.4055921570653704,0.0012475576470893225
187,74,3.972477954565136,140.12618296475102,3.3856655079207565,0.001251712131606291
189,75,3.6489591111571076,140.29071268498083,3.4326570393067355,0.0012481099675564309
191,76,3.2717162633864425,140.54693917159318,3.488633512088908,0.0012341342500121974
193,77,3.2093484025123074,140.88131053971583,3.4898906510040346,0.0012162004977355797
195,78,3.4450614401130224,141.1250432423039,3.42151078540005,0.0011960640979740696
197,79,3.7904410808323945,141.28774129892741,3.378940436983603,0.0011621742525779538
199,80,4.091428149611017,141.38647979977551,3.409683501020851,0.0011396212987384712
201,81,4.054468823355644,141.34936768842815,3.4853554125741306,0.00116298531851169
203,82,3.7776544973416857,141.22431652613068,3.5760364775131097,0.0012294700624867114
205,83,3.612651635007399,141.15083073180253,3.6251801976937905,0.0012766674821210924
207,84,3.635756242710022,141.10899548032538,3.632467589360486,0.001268207581232161
208,85,3.7558518696802157,141.0179255090762,3.6628086633139714,0.0012476661652585032
210,86,3.8140325793833063,140.90119617808537,3.6583296917343557,0.001224412201056347
212,87,3.8369955850278643,140.83359969012068,3.5702515417042058,0.0011798326620627857
214,88,3.921044155673824,140.83692661515096,3.4450084115777293,0.0011136427577207756
216,89,3.941875564241138,140.83572498979157,3.3314821284241374,0.0010064183632573548
218,90,3.836454483938325,140.79574148689917,3.3177563566791326,0.000879166680430975
221,91,3.725822429980737,140.7416422388383,3.4433555582440456,0.0007367584723857814
223,92,3.675573839554178,140.6084882219628,3.600374983931997,0.0006326994986251813
225,93,3.6602352256096915,140.55954412600948,3.7689789798311155,0.0006032407615382209
227,94,3.575646923604111,140.73347452359283,3.923355803662028,0.0006142110893415638
229,95,3.4242986876576404,140.9979719003949,3.9832396284849922,0.0006393701748283319
231,96,3.2885937748105345,141.26738291126838,3.998549835494674,0.0006540785942226357
233,97,3.0844188947714004,141.44920333671274,4.04357792323121,0.00065088552693555
235,98,2.7300728103608622,141.45893875265585,4.197979779657872,0.000637946705786441
237,99,2.3917058385166667,141.29047872105,4.39429338206385,0.0006281591795012711
239,100,2.2694598160337596,141.14439226847352,4.439225415535685,0.0006324344438981191
241,101,2.3065559359210055,141.18526228711406,4.364613856428583,0.0006525887521311436
243,102,2.426468972245657,141.49736148123753,4.285766645064733,0.0006676186735972802
245,103,2.6255146156746316,141.7376047698826,4.120351739511077,0.0006676920186031999
247,104,2.8525935154369897,141.71638366758054,3.9312896911340487,0.0006656195749524945
249,105,3.1168414263305078,141.72463531267115,3.786918215111861,0.0006869031656795598
251,106,3.3647539022835025,141.73695897097795,3.6711465046573766,0.0007456645732683709
