Timepoint,Track1 ID,Track2 ID,Peak1 ID,Peak2 ID,Peak1 pos (px),Peak2 pos (px),Displacement1 (px),Displacement2 (px),Initial separation (px),R2,Intercept
101,3,3,242,305,141.15143944078653,140.916294860679,4.746448777615029,4.087996752975357,0.4233074445321279,0.9624279339276353,-0.4575072618765812
102,3,3,244,308,141.18474125342837,140.7511673755358,4.779750590256867,3.9228692678321693,0.4233074445321279,0.9624279339276353,-0.4575072618765812
103,3,3,246,311,141.4999966688323,140.78389862356832,5.095006005660792,3.9556005158646883,0.4233074445321279,0.9624279339276353,-0.4575072618765812
104,3,3,248,314,141.73361588786398,140.8926810915824,5.328625224692473,4.064382983878772,0.4233074445321279,0.9624279339276353,-0.4575072618765812
105,3,3,250,316,141.71248412088116,140.9957315726669,5.307493457709654,4.167433464963267,0.4233074445321279,0.9624279339276353,-0.4575072618765812
106,3,3,252,319,141.72211436517821,141.0333267560881,5.317123702006711,4.205028648384456,0.4233074445321279,0.9624279339276353,-0.4575072618765812
107,3,3,254,323,141.73279605866475,141.15266832545288,5.327805395493243,4.324370217749248,0.4233074445321279,0.9624279339276353,-0.4575072618765812
108,3,3,256,326,141.75241222583506,141.46195658317438,5.3474215626635555,4.633658475470753,0.4233074445321279,0.9624279339276353,-0.4575072618765812
109,3,3,258,329,141.86924564355255,141.7449912613906,5.4642549803810425,4.916693153686964,0.4233074445321279,0.9624279339276353,-0.4575072618765812
110,3,3,260,332,142.02017132957627,141.92046140207626,5.615180666404768,5.092163294372625,0.4233074445321279,0.9624279339276353,-0.4575072618765812
111,3,3,262,335,142.15309711090342,142.07529574105203,5.748106447731914,5.2469976333484,0.4233074445321279,0.9624279339276353,-0.4575072618765812
112,3,3,264,337,142.2078309558377,142.18001352293396,5.80284029266619,5.351715415230331,0.4233074445321279,0.9624279339276353,-0.4575072618765812
113,3,3,265,340,142.1912489273409,142.22958952520247,5.7862582641693905,5.40129141749884,0.4233074445321279,0.9624279339276353,-0.4575072618765812
114,3,3,267,343,142.10381820000305,142.21030359234473,5.698827536831544,5.382005484641098,0.4233074445321279,0.9624279339276353,-0.4575072618765812
115,3,3,269,346,141.97838040864744,142.15550832160025,5.573389745475936,5.32721021389662,0.4233074445321279,0.9624279339276353,-0.4575072618765812
116,3,3,271,349,141.86208859531376,142.10071935192167,5.457097932142261,5.272421244218037,0.4233074445321279,0.9624279339276353,-0.4575072618765812
